id,episode_number,episode_airing_order,title,air_date,canonical_url,content_rating,description,duration,image,publish_date,views,imdb_url,season_id,season_number,season_title,series_id,series_title
697b95e0-ecfd-11e0-aca6-0026b9414f30,01001,1,"October 17, 2005 - Stone Phillips",1129521600,http://www.cc.com/episodes/jnv7om/the-colbert-report-october-17--2005---stone-phillips-season-1-ep-01001,general audience,"Stephen introduces the concept of truthiness, bird flu threatens a questionable sport, and news anchor Stone Phillips shares interviewing tips.",1206,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01001_01_int_v6_rev.jpg,1129521600,"32,643",,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
697d05b0-ecfd-11e0-aca6-0026b9414f30,01002,2,"October 18, 2005 - Lesley Stahl",1129608000,http://www.cc.com/episodes/hoqjf4/the-colbert-report-october-18--2005---lesley-stahl-season-1-ep-01002,general audience,"A high school cancels its prom to curb financial decadence, a Danish prince is born, Lesley Stahl discusses ""60 Minutes,"" and Rep. Jack Kingston describes life in Georgia.",1202,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01002_01_int_v6_rev.jpg,1129608000,"5,663",,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
697e6b26-ecfd-11e0-aca6-0026b9414f30,01003,3,"October 19, 2005 - Fareed Zakaria",1129694400,http://www.cc.com/episodes/rkf0na/the-colbert-report-october-19--2005---fareed-zakaria-season-1-ep-01003,general audience,"Saddam Hussein's trial begins, Arctic animals are threatened by the melting ice cap, a celebrity couple announces their pregnancy, and Fareed Zakaria discusses Iraq.",1153,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/_cr_01003_01_int_v6_rev.jpg,1129694400,"7,557",,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
697fa702-ecfd-11e0-aca6-0026b9414f30,01004,4,"October 20, 2005 - Jim Cramer",1129780800,http://www.cc.com/episodes/kei5d1/the-colbert-report-october-20--2005---jim-cramer-season-1-ep-01004,general audience,"Congress passes the ""Cheeseburger Bill,"" a radio host criticizes Stephen, foreign journalists cover Saddam Hussein's trial, and ""Mad Money"" host Jim Cramer discusses finance.",1231,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01004_01_int_v6_rev.jpg,1129780800,"5,295",,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
6980b340-ecfd-11e0-aca6-0026b9414f30,01005,5,"October 24, 2005 - Lou Dobbs",1130126400,http://www.cc.com/episodes/cx0x6d/the-colbert-report-october-24--2005---lou-dobbs-season-1-ep-01005,general audience,"The White House has reservations about Supreme Court justice nominee Harriet Miers, and Lou Dobbs discusses his CNN series ""Lou Dobbs Tonight.""",1188,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01005_01_int_v6.jpg,1130126400,0,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
69820b1e-ecfd-11e0-aca6-0026b9414f30,01006,6,"October 25, 2005 - Greg Behrendt",1130212800,http://www.cc.com/episodes/kfbeah/the-colbert-report-october-25--2005---greg-behrendt-season-1-ep-01006,general audience,"Stephen examines the legacy of the late Rosa Parks, and Greg Behrendt discusses his relationship book ""He's Just Not That Into You.""",1185,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01006_01_int_v6.jpg,1130212800,0,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
69837d14-ecfd-11e0-aca6-0026b9414f30,01007,7,"October 26, 2005 - Neil deGrasse Tyson",1130299200,http://www.cc.com/episodes/6hh70r/the-colbert-report-october-26--2005---neil-degrasse-tyson-season-1-ep-01007,general audience,"In this episode, outsourcing: is America giving away your crappy job? Then celebrated astrophysicist Neil DeGrasse Tyson will be here to explain the logical inconstancies in ""Escape from the Planet of the Apes,"" and I salute Charlize Theron for her struggle for hot women's rights. Strike up the klezmer and start acting like a man 'cause you're about to get a truth mitzvah. This is The Colbert Report.",1110,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01007_01_int_v6.jpg,1130299200,0,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
69851854-ecfd-11e0-aca6-0026b9414f30,01008,8,"October 27, 2005 - Jeff Daniels",1130385600,http://www.cc.com/episodes/5d0dx4/the-colbert-report-october-27--2005---jeff-daniels-season-1-ep-01008,general audience,"Harriet Miers withdraws her nomination for Supreme Court justice, and Jeff Daniels discusses his films ""Good Night, and Good Luck"" and ""The Squid and the Whale.""",1164,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01008_01_int_v6.jpg,1130385600,66,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
69866f10-ecfd-11e0-aca6-0026b9414f30,01009,9,"October 31, 2005 - Monica Crowley",1130734800,http://www.cc.com/episodes/mygech/the-colbert-report-october-31--2005---monica-crowley-season-1-ep-01009,general audience,"In this episode, Patrick Fitzgerald or Gerald Fitzpatrick -- one of these men is tearing our country apart. Then, President Bush appoints another Catholic to the Supreme Court -- does that mean the tunnel to the Vatican is almost complete? Plus, I'll go toe to toe with ""Connected Coast to Coast's"" Monica Crowley. And how to cope with Halloween if you're a Muslim. Muslims watch this show? Huh. Shave off your body hair and put on your bike shorts -- you just grabbed the yellow jersey in the Tour de Truth. This is The Colbert Report.",1200,http://1.images.comedycentral.com/images/shows/colbert_report/video_archive/season_1/cr_01009_01_int_v6.jpg,1130734800,0,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
6987e250-ecfd-11e0-aca6-0026b9414f30,01010,10,"November 1, 2005 - Ken Burns",1130821200,http://www.cc.com/episodes/q2abnb/the-colbert-report-november-1--2005---ken-burns-season-1-ep-01010,general audience,"In this episode, Prince Charles and Camilla Parker-Bowles begin their tour of America. Tonight, someone will care. Plus, your money: should you be giving it to the needy, or do you needy it more? Then, documentarian Ken Burns will be here. I'll ask him how to get involved at the $100 level and earn that free tote bag. And -- the building's on fire, for the love of God, get out! Is that truth in my pocket, or am I just happy to see you? This is The Colbert Report.",1235,http://1.images.comedycentral.com/images/shows/colbert_report/videos/season1/cr_intro_16x9.jpg,1130821200,19,,25ee5d08-ed8e-11e0-aca6-0026b9414f30,1,1: The Colbert Report,279eb4d6-ecfd-11e0-aca6-0026b9414f30,The Colbert Report
