season,episode_number,air_date,url,name,description
1,1,07/22/96,http://www.imdb.com/title/tt0998173/,Episode #1.1,"Politcal theorist and author David Axelrod discusses his book ""Believer: My Forty Years in Politics."""
1,2,07/23/96,http://www.imdb.com/title/tt1303994/,Mary Kay Place,
1,3,07/24/96,http://www.imdb.com/title/tt1303995/,Jon Cryer,
1,4,07/25/96,http://www.imdb.com/title/tt1303996/,Jackie Chan,
1,5,07/29/96,http://www.imdb.com/title/tt1303997/,Episode #1.5,
1,6,07/30/96,http://www.imdb.com/title/tt1303998/,Bobby Slayton,
1,7,07/31/96,http://www.imdb.com/title/tt1303999/,Jamie Lee Curtis,
1,8,08/01/96,http://www.imdb.com/title/tt1304000/,Episode #1.8,
1,9,08/05/96,http://www.imdb.com/title/tt1304001/,Gordon Elliott,
1,10,08/06/96,http://www.imdb.com/title/tt1304002/,Engelbert Humperdinck,
1,11,08/07/96,http://www.imdb.com/title/tt1304003/,Susan Norfleet,
1,12,08/08/96,http://www.imdb.com/title/tt1304004/,Kevin Meaney,
1,13,08/12/96,http://www.imdb.com/title/tt1304005/,Dennis Miller,
1,14,08/13/96,http://www.imdb.com/title/tt1304006/,Henriette Mantel,
1,15,08/14/96,http://www.imdb.com/title/tt1304007/,Phyllis Diller,
1,16,08/15/96,http://www.imdb.com/title/tt1304008/,Charlton Heston,
1,17,08/19/96,http://www.imdb.com/title/tt1304009/,Edward Burns,
1,18,08/20/96,http://www.imdb.com/title/tt1304010/,John Hulme & Michael Wexler,
1,19,08/21/96,http://www.imdb.com/title/tt1304011/,Dave Attell,
1,20,08/22/96,http://www.imdb.com/title/tt1304012/,Mario Van Peebles,
1,21,09/09/96,http://www.imdb.com/title/tt1304013/,Rolonda Watts,
1,22,09/10/96,http://www.imdb.com/title/tt1304014/,Eric Stoltz,
1,23,09/11/96,http://www.imdb.com/title/tt1304015/,The Amazing Kreskin,
1,24,09/12/96,http://www.imdb.com/title/tt1304016/,Jon Stewart,
1,25,09/16/96,http://www.imdb.com/title/tt1304017/,Robert Wuhl,
1,26,09/17/96,http://www.imdb.com/title/tt1304018/,Wink Martindale,
1,27,09/18/96,http://www.imdb.com/title/tt1304019/,Joan Rivers,
1,28,09/19/96,http://www.imdb.com/title/tt1304020/,Jerry Springer,
1,29,09/24/96,http://www.imdb.com/title/tt1304021/,Clea Lewis,
1,30,09/25/96,http://www.imdb.com/title/tt1304022/,David Cross,
1,31,09/26/96,http://www.imdb.com/title/tt1304023/,Dan Hedaya,
1,32,09/30/96,http://www.imdb.com/title/tt1304024/,Tom Rhodes,
1,33,10/01/96,http://www.imdb.com/title/tt1304025/,Joey Slotnick,
1,34,10/02/96,http://www.imdb.com/title/tt1304026/,Kathy Ireland,
1,35,10/03/96,http://www.imdb.com/title/tt1304027/,Jennifer Tilly,
1,36,10/07/96,http://www.imdb.com/title/tt1304028/,Renée Taylor & Joe Bologna,
1,37,10/08/96,http://www.imdb.com/title/tt1304029/,Maria Conchita Alonso,
1,38,10/09/96,http://www.imdb.com/title/tt1304030/,Jeff Stilson,
1,39,10/10/96,http://www.imdb.com/title/tt1304031/,Frank DeCaro,
1,40,10/21/96,http://www.imdb.com/title/tt1304032/,Jamie Foxx,
1,41,10/22/96,http://www.imdb.com/title/tt1304033/,Robert Schimmel,
1,42,10/23/96,http://www.imdb.com/title/tt1304034/,Bill Murray,
1,43,10/24/96,http://www.imdb.com/title/tt1304035/,Janet Leigh,
1,44,11/06/96,http://www.imdb.com/title/tt1304036/,Arianna Huffington,
1,45,11/07/96,http://www.imdb.com/title/tt1304037/,Richard Dean Anderson,
1,46,11/11/96,http://www.imdb.com/title/tt1304038/,Brenda Vaccaro,
1,47,11/12/96,http://www.imdb.com/title/tt1304039/,Kurt Loder,
1,48,11/13/96,http://www.imdb.com/title/tt1304040/,Marilu Henner,
